user_id,title,genre,watch_count,watch_hours,last_watched,rating,liked,device,age_group,viewing_history,total_sessions,avg_session_min,binge_category
U176,Mad Max: Fury Road,Action,19,38.0,2025-04-11 10:31:25,3.0,False,gaming-console,46-55,"[{'timestamp': '2025-04-09 10:31', 'duration_min': 49}]",1,49.0,Non-Binge
U177,Inception,Sci-Fi,16,39.5,2025-04-11 10:31:25,3.0,False,tablet,46-55,"[{'timestamp': '2025-03-21 10:31', 'duration_min': 33}, {'timestamp': '2025-03-08 10:31', 'duration_min': 38}]",2,35.5,Low Binge
U178,Mad Max: Fury Road,Action,10,20.0,2025-05-05 10:31:25,5.0,False,tablet,56+,"[{'timestamp': '2025-05-02 10:31', 'duration_min': 45}, {'timestamp': '2025-03-24 10:31', 'duration_min': 34}, {'timestamp': '2025-03-29 10:31', 'duration_min': 87}, {'timestamp': '2025-04-01 10:31', 'duration_min': 65}]",4,57.75,Medium Binge
U179,Inception,Sci-Fi,4,9.9,2025-06-19 10:31:25,4.0,True,gaming-console,46-55,"[{'timestamp': '2025-04-27 10:31', 'duration_min': 24}, {'timestamp': '2025-05-14 10:31', 'duration_min': 94}, {'timestamp': '2025-06-05 10:31', 'duration_min': 143}, {'timestamp': '2025-05-20 10:31', 'duration_min': 102}]",4,90.75,Medium Binge
U180,The Silence of the Lambs,Thriller,9,17.7,2025-04-07 10:31:25,1.0,True,mobile,36-45,"[{'timestamp': '2025-03-14 10:31', 'duration_min': 59}, {'timestamp': '2025-03-05 10:31', 'duration_min': 25}]",2,42.0,Low Binge
U181,The Godfather,Crime,10,29.2,2025-05-31 10:31:25,4.0,False,gaming-console,26-35,"[{'timestamp': '2025-04-27 10:31', 'duration_min': 131}, {'timestamp': '2025-05-08 10:31', 'duration_min': 102}, {'timestamp': '2025-04-11 10:31', 'duration_min': 164}]",3,132.33333333333334,Medium Binge
U182,The Matrix,Sci-Fi,8,18.1,2025-05-24 10:31:25,4.0,True,gaming-console,18-25,"[{'timestamp': '2025-04-11 10:31', 'duration_min': 85}, {'timestamp': '2025-05-08 10:31', 'duration_min': 30}, {'timestamp': '2025-05-20 10:31', 'duration_min': 125}, {'timestamp': '2025-04-08 10:31', 'duration_min': 42}]",4,70.5,Medium Binge
U183,Inception,Sci-Fi,5,12.3,2025-04-04 10:31:25,4.0,True,mobile,56+,"[{'timestamp': '2025-03-02 10:31', 'duration_min': 102}, {'timestamp': '2025-03-05 10:31', 'duration_min': 58}]",2,80.0,Low Binge
U184,The Dark Knight,Action,12,30.4,2025-05-10 10:31:25,2.0,False,tablet,26-35,"[{'timestamp': '2025-03-30 10:31', 'duration_min': 90}, {'timestamp': '2025-03-27 10:31', 'duration_min': 113}, {'timestamp': '2025-03-22 10:31', 'duration_min': 106}, {'timestamp': '2025-04-28 10:31', 'duration_min': 35}, {'timestamp': '2025-04-14 10:31', 'duration_min': 20}]",5,72.8,High Binge
U185,Interstellar,Sci-Fi,10,28.2,2025-04-22 10:31:25,3.0,True,tablet,26-35,"[{'timestamp': '2025-04-21 10:31', 'duration_min': 42}, {'timestamp': '2025-04-05 10:31', 'duration_min': 110}, {'timestamp': '2025-03-01 10:31', 'duration_min': 30}]",3,60.666666666666664,Medium Binge
U186,Inception,Sci-Fi,18,44.4,2025-06-04 10:31:25,5.0,True,laptop,26-35,"[{'timestamp': '2025-04-18 10:31', 'duration_min': 20}, {'timestamp': '2025-05-08 10:31', 'duration_min': 20}, {'timestamp': '2025-05-11 10:31', 'duration_min': 128}, {'timestamp': '2025-05-02 10:31', 'duration_min': 69}, {'timestamp': '2025-04-24 10:31', 'duration_min': 62}]",5,59.8,Medium Binge
U187,The Silence of the Lambs,Thriller,9,17.7,2025-05-07 10:31:25,3.0,True,laptop,26-35,"[{'timestamp': '2025-05-05 10:31', 'duration_min': 50}, {'timestamp': '2025-05-01 10:31', 'duration_min': 52}]",2,51.0,Low Binge
U188,The Matrix,Sci-Fi,5,11.3,2025-06-16 10:31:25,3.0,False,gaming-console,36-45,"[{'timestamp': '2025-04-28 10:31', 'duration_min': 81}, {'timestamp': '2025-04-27 10:31', 'duration_min': 119}, {'timestamp': '2025-04-25 10:31', 'duration_min': 113}, {'timestamp': '2025-04-23 10:31', 'duration_min': 70}, {'timestamp': '2025-04-20 10:31', 'duration_min': 38}]",5,84.2,High Binge
U189,Mad Max: Fury Road,Action,15,30.0,2025-04-27 10:31:25,3.0,True,mobile,18-25,"[{'timestamp': '2025-03-12 10:31', 'duration_min': 102}]",1,102.0,Non-Binge
U190,The Silence of the Lambs,Thriller,8,15.7,2025-05-31 10:31:25,1.0,False,gaming-console,46-55,"[{'timestamp': '2025-04-10 10:31', 'duration_min': 105}]",1,105.0,Non-Binge
U191,The Matrix,Sci-Fi,12,27.2,2025-06-20 10:31:25,3.0,True,laptop,18-25,"[{'timestamp': '2025-05-13 10:31', 'duration_min': 108}]",1,108.0,Non-Binge
U192,The Shawshank Redemption,Drama,20,47.3,2025-04-28 10:31:25,4.0,True,gaming-console,46-55,"[{'timestamp': '2025-04-19 10:31', 'duration_min': 28}, {'timestamp': '2025-03-16 10:31', 'duration_min': 137}, {'timestamp': '2025-02-28 10:31', 'duration_min': 124}, {'timestamp': '2025-03-17 10:31', 'duration_min': 121}, {'timestamp': '2025-03-20 10:31', 'duration_min': 23}]",5,86.6,High Binge
U193,Forrest Gump,Drama,4,9.5,2025-04-05 10:31:25,3.0,False,gaming-console,46-55,"[{'timestamp': '2025-02-07 10:31', 'duration_min': 136}]",1,136.0,Non-Binge
U194,The Godfather,Crime,10,29.2,2025-05-15 10:31:25,5.0,True,gaming-console,36-45,"[{'timestamp': '2025-03-25 10:31', 'duration_min': 132}]",1,132.0,Non-Binge
U195,The Dark Knight,Action,3,7.6,2025-05-21 10:31:25,5.0,True,smart-tv,26-35,"[{'timestamp': '2025-04-29 10:31', 'duration_min': 86}]",1,86.0,Non-Binge
U196,The Dark Knight,Action,2,5.1,2025-04-02 10:31:25,3.0,True,mobile,18-25,"[{'timestamp': '2025-02-11 10:31', 'duration_min': 50}, {'timestamp': '2025-02-17 10:31', 'duration_min': 115}, {'timestamp': '2025-02-28 10:31', 'duration_min': 139}, {'timestamp': '2025-03-20 10:31', 'duration_min': 141}]",4,111.25,Medium Binge
U197,The Silence of the Lambs,Thriller,15,29.5,2025-04-27 10:31:25,1.0,False,smart-tv,26-35,"[{'timestamp': '2025-04-06 10:31', 'duration_min': 66}, {'timestamp': '2025-04-07 10:31', 'duration_min': 47}, {'timestamp': '2025-03-27 10:31', 'duration_min': 97}]",3,70.0,Medium Binge
U198,Interstellar,Sci-Fi,2,5.6,2025-06-09 10:31:25,1.0,True,mobile,26-35,"[{'timestamp': '2025-04-17 10:31', 'duration_min': 161}, {'timestamp': '2025-05-03 10:31', 'duration_min': 148}, {'timestamp': '2025-04-25 10:31', 'duration_min': 32}, {'timestamp': '2025-05-03 10:31', 'duration_min': 109}, {'timestamp': '2025-05-13 10:31', 'duration_min': 126}]",5,115.2,High Binge
U199,Mad Max: Fury Road,Action,8,16.0,2025-04-29 10:31:25,5.0,False,laptop,18-25,"[{'timestamp': '2025-04-17 10:31', 'duration_min': 76}]",1,76.0,Non-Binge
U200,Interstellar,Sci-Fi,18,50.7,2025-05-20 10:31:25,5.0,True,gaming-console,18-25,"[{'timestamp': '2025-03-26 10:31', 'duration_min': 59}]",1,59.0,Non-Binge
U201,Inception,Sci-Fi,1,2.5,2025-04-27 10:31:25,2.0,True,tablet,36-45,"[{'timestamp': '2025-03-10 10:31', 'duration_min': 117}, {'timestamp': '2025-04-23 10:31', 'duration_min': 70}, {'timestamp': '2025-04-01 10:31', 'duration_min': 75}, {'timestamp': '2025-04-18 10:31', 'duration_min': 23}]",4,71.25,Medium Binge
U202,Interstellar,Sci-Fi,19,53.5,2025-05-16 10:31:25,3.0,True,mobile,56+,"[{'timestamp': '2025-04-06 10:31', 'duration_min': 63}, {'timestamp': '2025-05-04 10:31', 'duration_min': 26}, {'timestamp': '2025-04-06 10:31', 'duration_min': 161}, {'timestamp': '2025-04-25 10:31', 'duration_min': 54}, {'timestamp': '2025-05-11 10:31', 'duration_min': 106}]",5,82.0,High Binge
U203,The Silence of the Lambs,Thriller,10,19.7,2025-05-16 10:31:25,3.0,False,mobile,56+,"[{'timestamp': '2025-04-05 10:31', 'duration_min': 89}, {'timestamp': '2025-04-02 10:31', 'duration_min': 101}]",2,95.0,Low Binge
U204,The Matrix,Sci-Fi,11,24.9,2025-06-20 10:31:25,2.0,False,tablet,18-25,"[{'timestamp': '2025-05-15 10:31', 'duration_min': 29}, {'timestamp': '2025-06-13 10:31', 'duration_min': 78}, {'timestamp': '2025-05-18 10:31', 'duration_min': 119}, {'timestamp': '2025-06-06 10:31', 'duration_min': 98}, {'timestamp': '2025-04-30 10:31', 'duration_min': 94}]",5,83.6,High Binge
U205,Interstellar,Sci-Fi,20,56.3,2025-05-06 10:31:25,3.0,False,mobile,46-55,"[{'timestamp': '2025-04-14 10:31', 'duration_min': 53}, {'timestamp': '2025-03-23 10:31', 'duration_min': 52}, {'timestamp': '2025-03-26 10:31', 'duration_min': 148}, {'timestamp': '2025-05-03 10:31', 'duration_min': 156}]",4,102.25,Medium Binge
U206,The Matrix,Sci-Fi,15,34.0,2025-03-30 10:31:25,2.0,True,gaming-console,56+,"[{'timestamp': '2025-03-10 10:31', 'duration_min': 103}, {'timestamp': '2025-02-10 10:31', 'duration_min': 93}, {'timestamp': '2025-03-05 10:31', 'duration_min': 59}, {'timestamp': '2025-03-11 10:31', 'duration_min': 52}, {'timestamp': '2025-03-24 10:31', 'duration_min': 100}]",5,81.4,High Binge
U207,The Godfather,Crime,10,29.2,2025-03-30 10:31:25,1.0,False,smart-tv,18-25,"[{'timestamp': '2025-03-08 10:31', 'duration_min': 85}, {'timestamp': '2025-02-28 10:31', 'duration_min': 130}, {'timestamp': '2025-02-12 10:31', 'duration_min': 77}]",3,97.33333333333333,Medium Binge
U208,Inception,Sci-Fi,20,49.3,2025-05-25 10:31:25,1.0,False,laptop,36-45,"[{'timestamp': '2025-04-30 10:31', 'duration_min': 31}, {'timestamp': '2025-03-29 10:31', 'duration_min': 104}]",2,67.5,Low Binge
U209,Inception,Sci-Fi,6,14.8,2025-04-13 10:31:25,1.0,False,mobile,56+,"[{'timestamp': '2025-03-08 10:31', 'duration_min': 91}]",1,91.0,Non-Binge
U210,Inception,Sci-Fi,5,12.3,2025-06-01 10:31:25,2.0,True,smart-tv,46-55,"[{'timestamp': '2025-04-15 10:31', 'duration_min': 139}, {'timestamp': '2025-04-10 10:31', 'duration_min': 95}, {'timestamp': '2025-05-08 10:31', 'duration_min': 89}, {'timestamp': '2025-05-18 10:31', 'duration_min': 100}]",4,105.75,Medium Binge
U211,The Matrix,Sci-Fi,7,15.9,2025-05-14 10:31:25,3.0,True,laptop,46-55,"[{'timestamp': '2025-03-26 10:31', 'duration_min': 44}, {'timestamp': '2025-03-28 10:31', 'duration_min': 101}, {'timestamp': '2025-05-01 10:31', 'duration_min': 112}, {'timestamp': '2025-04-09 10:31', 'duration_min': 104}, {'timestamp': '2025-04-03 10:31', 'duration_min': 121}]",5,96.4,High Binge
U212,The Silence of the Lambs,Thriller,14,27.5,2025-04-13 10:31:25,1.0,True,tablet,46-55,"[{'timestamp': '2025-04-05 10:31', 'duration_min': 59}, {'timestamp': '2025-02-12 10:31', 'duration_min': 46}]",2,52.5,Low Binge
U213,The Matrix,Sci-Fi,7,15.9,2025-06-07 10:31:25,1.0,False,gaming-console,46-55,"[{'timestamp': '2025-04-23 10:31', 'duration_min': 48}, {'timestamp': '2025-05-28 10:31', 'duration_min': 127}, {'timestamp': '2025-04-08 10:31', 'duration_min': 37}, {'timestamp': '2025-05-19 10:31', 'duration_min': 25}]",4,59.25,Medium Binge
U214,The Shawshank Redemption,Drama,7,16.6,2025-03-23 10:31:25,1.0,False,gaming-console,26-35,"[{'timestamp': '2025-03-01 10:31', 'duration_min': 87}, {'timestamp': '2025-01-25 10:31', 'duration_min': 124}]",2,105.5,Low Binge
U215,Interstellar,Sci-Fi,17,47.9,2025-06-02 10:31:25,3.0,False,mobile,56+,"[{'timestamp': '2025-04-08 10:31', 'duration_min': 94}]",1,94.0,Non-Binge
U216,Mad Max: Fury Road,Action,18,36.0,2025-04-30 10:31:25,3.0,True,mobile,18-25,"[{'timestamp': '2025-03-12 10:31', 'duration_min': 32}]",1,32.0,Non-Binge
U217,Interstellar,Sci-Fi,6,16.9,2025-06-10 10:31:25,3.0,False,gaming-console,46-55,"[{'timestamp': '2025-05-05 10:31', 'duration_min': 132}, {'timestamp': '2025-04-12 10:31', 'duration_min': 146}, {'timestamp': '2025-04-28 10:31', 'duration_min': 103}, {'timestamp': '2025-05-16 10:31', 'duration_min': 134}]",4,128.75,Medium Binge
U218,Mad Max: Fury Road,Action,15,30.0,2025-06-17 10:31:25,5.0,False,gaming-console,18-25,"[{'timestamp': '2025-05-10 10:31', 'duration_min': 109}, {'timestamp': '2025-05-29 10:31', 'duration_min': 77}]",2,93.0,Low Binge
U219,Forrest Gump,Drama,12,28.4,2025-05-02 10:31:25,1.0,True,mobile,56+,"[{'timestamp': '2025-03-03 10:31', 'duration_min': 55}, {'timestamp': '2025-04-08 10:31', 'duration_min': 118}]",2,86.5,Low Binge
U220,The Silence of the Lambs,Thriller,6,11.8,2025-05-06 10:31:25,4.0,False,mobile,36-45,"[{'timestamp': '2025-04-25 10:31', 'duration_min': 67}]",1,67.0,Non-Binge
U221,Mad Max: Fury Road,Action,15,30.0,2025-04-20 10:31:25,5.0,False,gaming-console,26-35,"[{'timestamp': '2025-02-24 10:31', 'duration_min': 52}, {'timestamp': '2025-03-18 10:31', 'duration_min': 31}, {'timestamp': '2025-04-07 10:31', 'duration_min': 116}, {'timestamp': '2025-02-23 10:31', 'duration_min': 110}]",4,77.25,Medium Binge
U222,The Matrix,Sci-Fi,10,22.7,2025-06-09 10:31:25,5.0,False,tablet,46-55,"[{'timestamp': '2025-04-11 10:31', 'duration_min': 68}, {'timestamp': '2025-04-26 10:31', 'duration_min': 47}, {'timestamp': '2025-04-29 10:31', 'duration_min': 38}]",3,51.0,Medium Binge
U223,The Shawshank Redemption,Drama,15,35.5,2025-06-18 10:31:25,2.5,False,smart-tv,18-25,"[{'timestamp': '2025-06-14 10:31', 'duration_min': 70}, {'timestamp': '2025-05-29 10:31', 'duration_min': 101}]",2,85.5,Low Binge
U224,Mad Max: Fury Road,Action,14,28.0,2025-04-19 10:31:25,2.0,True,mobile,36-45,"[{'timestamp': '2025-02-26 10:31', 'duration_min': 29}, {'timestamp': '2025-04-11 10:31', 'duration_min': 83}]",2,56.0,Low Binge
U225,Mad Max: Fury Road,Action,13,26.0,2025-06-03 10:31:25,4.0,False,laptop,26-35,"[{'timestamp': '2025-04-19 10:31', 'duration_min': 94}, {'timestamp': '2025-04-07 10:31', 'duration_min': 54}, {'timestamp': '2025-05-22 10:31', 'duration_min': 48}, {'timestamp': '2025-05-17 10:31', 'duration_min': 24}, {'timestamp': '2025-05-26 10:31', 'duration_min': 115}]",5,67.0,High Binge
U226,The Dark Knight,Action,5,12.7,2025-04-15 10:31:25,3.0,False,smart-tv,56+,"[{'timestamp': '2025-02-24 10:31', 'duration_min': 134}, {'timestamp': '2025-03-18 10:31', 'duration_min': 72}, {'timestamp': '2025-03-29 10:31', 'duration_min': 145}, {'timestamp': '2025-04-12 10:31', 'duration_min': 110}, {'timestamp': '2025-02-17 10:31', 'duration_min': 22}]",5,96.6,High Binge
U227,The Godfather,Crime,16,46.7,2025-04-16 10:31:25,1.0,False,gaming-console,18-25,"[{'timestamp': '2025-03-09 10:31', 'duration_min': 151}, {'timestamp': '2025-04-09 10:31', 'duration_min': 20}, {'timestamp': '2025-04-04 10:31', 'duration_min': 42}]",3,71.0,Medium Binge
U228,Inception,Sci-Fi,4,9.9,2025-04-21 10:31:25,1.0,False,tablet,18-25,"[{'timestamp': '2025-04-07 10:31', 'duration_min': 58}, {'timestamp': '2025-02-25 10:31', 'duration_min': 101}, {'timestamp': '2025-03-09 10:31', 'duration_min': 115}, {'timestamp': '2025-02-23 10:31', 'duration_min': 126}, {'timestamp': '2025-03-22 10:31', 'duration_min': 126}]",5,105.2,High Binge
U229,The Shawshank Redemption,Drama,16,37.9,2025-05-17 10:31:25,2.0,False,mobile,46-55,"[{'timestamp': '2025-04-30 10:31', 'duration_min': 121}, {'timestamp': '2025-05-06 10:31', 'duration_min': 107}, {'timestamp': '2025-03-23 10:31', 'duration_min': 113}, {'timestamp': '2025-03-27 10:31', 'duration_min': 84}]",4,106.25,Medium Binge
U230,The Dark Knight,Action,8,20.3,2025-04-23 10:31:25,2.0,False,gaming-console,26-35,"[{'timestamp': '2025-03-26 10:31', 'duration_min': 26}, {'timestamp': '2025-03-15 10:31', 'duration_min': 115}, {'timestamp': '2025-03-19 10:31', 'duration_min': 84}, {'timestamp': '2025-03-03 10:31', 'duration_min': 80}, {'timestamp': '2025-03-12 10:31', 'duration_min': 117}]",5,84.4,High Binge
U231,Forrest Gump,Drama,11,26.0,2025-05-07 10:31:25,2.5,True,tablet,36-45,"[{'timestamp': '2025-04-29 10:31', 'duration_min': 58}]",1,58.0,Non-Binge
U232,Forrest Gump,Drama,18,42.6,2025-06-05 10:31:25,4.0,False,mobile,18-25,"[{'timestamp': '2025-04-08 10:31', 'duration_min': 33}, {'timestamp': '2025-05-08 10:31', 'duration_min': 41}, {'timestamp': '2025-05-10 10:31', 'duration_min': 116}]",3,63.333333333333336,Medium Binge
U233,Forrest Gump,Drama,11,26.0,2025-06-14 10:31:25,2.5,False,laptop,26-35,"[{'timestamp': '2025-04-19 10:31', 'duration_min': 93}, {'timestamp': '2025-05-01 10:31', 'duration_min': 126}]",2,109.5,Low Binge
U234,The Silence of the Lambs,Thriller,3,5.9,2025-06-02 10:31:25,4.0,False,laptop,56+,"[{'timestamp': '2025-04-21 10:31', 'duration_min': 40}]",1,40.0,Non-Binge
U235,The Shawshank Redemption,Drama,3,7.1,2025-05-30 10:31:25,2.5,True,mobile,56+,"[{'timestamp': '2025-05-22 10:31', 'duration_min': 68}]",1,68.0,Non-Binge
U236,The Shawshank Redemption,Drama,8,18.9,2025-05-07 10:31:25,2.0,True,gaming-console,46-55,"[{'timestamp': '2025-04-06 10:31', 'duration_min': 102}, {'timestamp': '2025-03-19 10:31', 'duration_min': 83}, {'timestamp': '2025-04-30 10:31', 'duration_min': 125}, {'timestamp': '2025-04-10 10:31', 'duration_min': 81}]",4,97.75,Medium Binge
U237,Inception,Sci-Fi,20,49.3,2025-06-03 10:31:25,1.0,True,mobile,56+,"[{'timestamp': '2025-05-19 10:31', 'duration_min': 88}]",1,88.0,Non-Binge
U238,The Godfather,Crime,20,58.3,2025-04-04 10:31:25,3.0,True,laptop,46-55,"[{'timestamp': '2025-02-04 10:31', 'duration_min': 55}, {'timestamp': '2025-04-01 10:31', 'duration_min': 97}, {'timestamp': '2025-03-22 10:31', 'duration_min': 94}]",3,82.0,Medium Binge
U239,Forrest Gump,Drama,18,42.6,2025-04-05 10:31:25,2.0,False,mobile,46-55,"[{'timestamp': '2025-04-04 10:31', 'duration_min': 128}, {'timestamp': '2025-02-18 10:31', 'duration_min': 83}, {'timestamp': '2025-03-26 10:31', 'duration_min': 80}, {'timestamp': '2025-02-14 10:31', 'duration_min': 24}, {'timestamp': '2025-02-17 10:31', 'duration_min': 38}]",5,70.6,High Binge
U240,Mad Max: Fury Road,Action,9,18.0,2025-04-11 10:31:25,5.0,True,smart-tv,56+,"[{'timestamp': '2025-04-08 10:31', 'duration_min': 43}, {'timestamp': '2025-04-06 10:31', 'duration_min': 43}, {'timestamp': '2025-02-16 10:31', 'duration_min': 71}]",3,52.333333333333336,Medium Binge
U241,Se7en,Thriller,14,29.6,2025-04-18 10:31:25,1.0,False,gaming-console,36-45,"[{'timestamp': '2025-02-23 10:31', 'duration_min': 48}, {'timestamp': '2025-04-13 10:31', 'duration_min': 104}, {'timestamp': '2025-03-08 10:31', 'duration_min': 110}, {'timestamp': '2025-02-17 10:31', 'duration_min': 117}]",4,94.75,Medium Binge
U242,Mad Max: Fury Road,Action,5,10.0,2025-04-05 10:31:25,2.0,True,laptop,18-25,"[{'timestamp': '2025-02-09 10:31', 'duration_min': 114}, {'timestamp': '2025-03-19 10:31', 'duration_min': 33}, {'timestamp': '2025-02-22 10:31', 'duration_min': 50}, {'timestamp': '2025-03-10 10:31', 'duration_min': 82}]",4,69.75,Medium Binge
U243,The Godfather,Crime,10,29.2,2025-04-02 10:31:25,4.0,True,gaming-console,26-35,"[{'timestamp': '2025-02-26 10:31', 'duration_min': 105}, {'timestamp': '2025-03-02 10:31', 'duration_min': 73}, {'timestamp': '2025-03-30 10:31', 'duration_min': 104}, {'timestamp': '2025-02-27 10:31', 'duration_min': 61}]",4,85.75,Medium Binge
U244,Interstellar,Sci-Fi,16,45.1,2025-06-16 10:31:25,2.0,False,gaming-console,18-25,"[{'timestamp': '2025-06-13 10:31', 'duration_min': 132}, {'timestamp': '2025-06-10 10:31', 'duration_min': 133}, {'timestamp': '2025-05-25 10:31', 'duration_min': 31}]",3,98.66666666666667,Medium Binge
U245,Mad Max: Fury Road,Action,8,16.0,2025-05-23 10:31:25,3.0,False,gaming-console,56+,"[{'timestamp': '2025-04-07 10:31', 'duration_min': 87}, {'timestamp': '2025-05-10 10:31', 'duration_min': 60}, {'timestamp': '2025-03-24 10:31', 'duration_min': 87}, {'timestamp': '2025-04-23 10:31', 'duration_min': 44}, {'timestamp': '2025-05-11 10:31', 'duration_min': 48}]",5,65.2,High Binge
U246,Mad Max: Fury Road,Action,6,12.0,2025-04-27 10:31:25,4.0,False,tablet,56+,"[{'timestamp': '2025-03-26 10:31', 'duration_min': 86}]",1,86.0,Non-Binge
U247,Inception,Sci-Fi,11,27.1,2025-06-14 10:31:25,1.0,False,smart-tv,18-25,"[{'timestamp': '2025-05-29 10:31', 'duration_min': 28}, {'timestamp': '2025-05-15 10:31', 'duration_min': 118}, {'timestamp': '2025-05-17 10:31', 'duration_min': 44}]",3,63.333333333333336,Medium Binge
U248,Mad Max: Fury Road,Action,12,24.0,2025-04-05 10:31:25,1.0,False,tablet,26-35,"[{'timestamp': '2025-03-17 10:31', 'duration_min': 24}]",1,24.0,Non-Binge
U249,Se7en,Thriller,2,4.2,2025-03-24 10:31:25,5.0,False,tablet,18-25,"[{'timestamp': '2025-02-01 10:31', 'duration_min': 21}, {'timestamp': '2025-02-12 10:31', 'duration_min': 72}, {'timestamp': '2025-02-09 10:31', 'duration_min': 89}, {'timestamp': '2025-02-26 10:31', 'duration_min': 42}, {'timestamp': '2025-02-24 10:31', 'duration_min': 96}]",5,64.0,High Binge
U250,The Dark Knight,Action,1,2.5,2025-04-21 10:31:25,3.0,False,tablet,56+,"[{'timestamp': '2025-04-03 10:31', 'duration_min': 141}]",1,141.0,Non-Binge
U251,Forrest Gump,Drama,7,16.6,2025-04-14 10:31:25,2.0,True,laptop,36-45,"[{'timestamp': '2025-03-25 10:31', 'duration_min': 92}, {'timestamp': '2025-02-26 10:31', 'duration_min': 25}, {'timestamp': '2025-03-27 10:31', 'duration_min': 31}, {'timestamp': '2025-03-08 10:31', 'duration_min': 53}, {'timestamp': '2025-03-30 10:31', 'duration_min': 61}]",5,52.4,Medium Binge
U252,The Godfather,Crime,2,5.8,2025-04-12 10:31:25,2.0,False,mobile,18-25,"[{'timestamp': '2025-03-26 10:31', 'duration_min': 81}, {'timestamp': '2025-02-15 10:31', 'duration_min': 34}, {'timestamp': '2025-03-01 10:31', 'duration_min': 142}, {'timestamp': '2025-04-08 10:31', 'duration_min': 125}, {'timestamp': '2025-03-12 10:31', 'duration_min': 172}]",5,110.8,High Binge
U253,The Matrix,Sci-Fi,16,36.3,2025-03-27 10:31:25,3.0,False,mobile,56+,"[{'timestamp': '2025-03-12 10:31', 'duration_min': 46}, {'timestamp': '2025-01-26 10:31', 'duration_min': 94}, {'timestamp': '2025-02-01 10:31', 'duration_min': 123}]",3,87.66666666666667,Medium Binge
U254,The Shawshank Redemption,Drama,13,30.8,2025-05-14 10:31:25,2.5,True,smart-tv,56+,"[{'timestamp': '2025-03-20 10:31', 'duration_min': 56}, {'timestamp': '2025-04-22 10:31', 'duration_min': 130}, {'timestamp': '2025-04-30 10:31', 'duration_min': 39}]",3,75.0,Medium Binge
U255,Inception,Sci-Fi,17,41.9,2025-05-16 10:31:25,3.0,True,mobile,26-35,"[{'timestamp': '2025-04-15 10:31', 'duration_min': 25}]",1,25.0,Non-Binge
U256,The Shawshank Redemption,Drama,11,26.0,2025-05-15 10:31:25,2.0,True,smart-tv,56+,"[{'timestamp': '2025-05-05 10:31', 'duration_min': 40}, {'timestamp': '2025-04-15 10:31', 'duration_min': 90}, {'timestamp': '2025-05-01 10:31', 'duration_min': 58}, {'timestamp': '2025-05-09 10:31', 'duration_min': 107}]",4,73.75,Medium Binge
U257,Inception,Sci-Fi,9,22.2,2025-05-06 10:31:25,5.0,True,tablet,36-45,"[{'timestamp': '2025-04-17 10:31', 'duration_min': 74}, {'timestamp': '2025-03-23 10:31', 'duration_min': 56}]",2,65.0,Low Binge
U258,The Silence of the Lambs,Thriller,8,15.7,2025-05-14 10:31:25,2.0,False,tablet,46-55,"[{'timestamp': '2025-04-30 10:31', 'duration_min': 68}, {'timestamp': '2025-04-10 10:31', 'duration_min': 83}, {'timestamp': '2025-04-19 10:31', 'duration_min': 62}, {'timestamp': '2025-05-08 10:31', 'duration_min': 38}]",4,62.75,Medium Binge
U259,Interstellar,Sci-Fi,7,19.7,2025-06-20 10:31:25,4.0,True,smart-tv,36-45,"[{'timestamp': '2025-06-08 10:31', 'duration_min': 43}, {'timestamp': '2025-06-05 10:31', 'duration_min': 97}, {'timestamp': '2025-05-21 10:31', 'duration_min': 112}]",3,84.0,Medium Binge
U260,Se7en,Thriller,9,19.1,2025-03-29 10:31:25,4.0,False,laptop,36-45,"[{'timestamp': '2025-03-15 10:31', 'duration_min': 98}]",1,98.0,Non-Binge
U261,The Shawshank Redemption,Drama,1,2.4,2025-04-11 10:31:25,4.0,True,laptop,18-25,"[{'timestamp': '2025-03-13 10:31', 'duration_min': 107}, {'timestamp': '2025-03-29 10:31', 'duration_min': 60}, {'timestamp': '2025-03-15 10:31', 'duration_min': 76}, {'timestamp': '2025-03-02 10:31', 'duration_min': 134}, {'timestamp': '2025-04-07 10:31', 'duration_min': 126}]",5,100.6,High Binge
U262,The Shawshank Redemption,Drama,6,14.2,2025-05-10 10:31:25,2.5,True,smart-tv,18-25,"[{'timestamp': '2025-05-02 10:31', 'duration_min': 74}, {'timestamp': '2025-04-04 10:31', 'duration_min': 87}]",2,80.5,Low Binge
U263,The Godfather,Crime,13,37.9,2025-04-21 10:31:25,5.0,False,smart-tv,26-35,"[{'timestamp': '2025-04-17 10:31', 'duration_min': 113}, {'timestamp': '2025-03-03 10:31', 'duration_min': 87}, {'timestamp': '2025-02-22 10:31', 'duration_min': 157}, {'timestamp': '2025-03-25 10:31', 'duration_min': 102}, {'timestamp': '2025-04-04 10:31', 'duration_min': 167}]",5,125.2,High Binge
U264,The Matrix,Sci-Fi,2,4.5,2025-04-06 10:31:25,5.0,True,tablet,56+,"[{'timestamp': '2025-02-15 10:31', 'duration_min': 75}, {'timestamp': '2025-04-02 10:31', 'duration_min': 124}, {'timestamp': '2025-02-10 10:31', 'duration_min': 55}, {'timestamp': '2025-02-05 10:31', 'duration_min': 22}, {'timestamp': '2025-03-09 10:31', 'duration_min': 121}]",5,79.4,High Binge
